description,unspsc_code
Retail stock: Cheese,501318
Restocking Vinegars and cooking wines,501717
Used in repairs: Frozen cardoons,504424
Warehouse received: Titanium ingots strips billets and coil,302621
Warehouse received: Frozen persimmons,503455
Construction supply: Dried potatoes,504256
Invoice lists Raspberry purees,503867
Invoice lists Dried kohlrabi,504243
Inventory includes Canned or jarred raspberries,503662
Restocking Fresh vegetable juice or concentrate,502031
Warehouse received: Nominant fruit purees,503875
Restocking Dried loquats,503243
Used in repairs: Cresses,504033
Inventory includes Guavas,503037
Procurement of Aluminum strips and ingots,302652
Warehouse received: Passion fruit purees,503857
Order for Canned or jarred quinces,503661
Warehouse received: Canned or jarred peppers,504655
Retail stock: Canned or jarred dates,503629
Used in repairs: Raisin grape purees,503840
Received shipment: Dried apples,503215
Restocking Canned or jarred mushrooms,504648
"Order for Faucet and shower heads, jets and parts and accessories",301818
Inventory includes Canned or jarred endives,504636
Retail stock: Canned or jarred cardoons,504624
Order for Lead bars,302633
Order for Dried nectarines,503249
Retail stock: Instant mixes and supplies,501931
Inventory includes Plucot purees,503862
Procurement of Canned or jarred nightshades,504650
Restocking Frozen peanuts,504453
Order for Canned or jarred kale,504642
Invoice lists Aluminum strips and ingots,302652
Used in repairs: Rhubarb purees,503868
Warehouse received: Minerals,042318
Used in repairs: Dried shallots,504259
Inventory includes Frozen kale,504442
Used in repairs: Instant mixes and supplies,501931
Used in repairs: Beets,504019
Used in repairs: Roofing accessories,301516
Used in repairs: Dried sweet potatoes,504263
Retail stock: Frozen garlics,504438
Invoice lists Dragonfruit purees,503834
Received shipment: Concrete reinforcement hardware,301119
Construction supply: Frozen limes,503442
Received shipment: Canned or jarred citrons,503626
Invoice lists Non sanitary residential fixtures,301816
Retail stock: Dried kumquats,503240
Used in repairs: Sorrels,504061
Inventory includes Canned or jarred chinese cabbages,504630
Used in repairs: Pomegranate purees,503864
Received shipment: Saskatoon berry purees,503871
Restocking Dried bananas,503217
Received shipment: Cresses,504033
Received shipment: Flour tortillas,501933
Order for Sorrels,504061
Procurement of Dried sapotes,503265
Order for System Cards,432014
Received shipment: Canned or jarred herbs,504641
Construction supply: Countertops,301622
Used in repairs: Blueberries,503022
Received shipment: Sauces and spreads and condiments,501718
Procurement of Bronze ingots strips billets and coil,302627
Received shipment: Dried loquats,503243
Used in repairs: Banana purees,503821
Construction supply: Stainless steel coil,302647
Warehouse received: Dried lemons,503241
Used in repairs: Removable storage media accessories,432021
Warehouse received: Dried pineapples,503256
Received shipment: Tiles and flagstones,301317
Construction supply: Canned or jarred sugar peas,504669
Retail stock: Quince purees,503866
Used in repairs: Cucumbers,504034
Retail stock: Peanuts,504055
Construction supply: Canned or jarred mandarin oranges or tangerines,503644
Used in repairs: Fig purees,503835
Inventory includes Sorrels,504061
Invoice lists Kiwi fruit,503039
Received shipment: Canned or jarred cucumbers,504634
Used in repairs: Chokeberries,503071
Warehouse received: Quinces,503061
Order for Frozen limes,503442
Warehouse received: Dried rose hips,503264
Construction supply: Canned or jarred sweet potatoes,504663
Invoice lists Chocolate and sugars and sweetening products,501615
Retail stock: Frozen cabbages,504423
Restocking Legume seeds and seedlings,045214
Used in repairs: Frozen avocados,504417
Retail stock: Canned or jarred cherries,503625
Warehouse received: Canned or jarred kumquats,503640
Inventory includes Precious metals,043414
Order for Canned or jarred beans,504618
Order for Frozen nominant vegetables,504468
Warehouse received: Strawberry purees,503872
Construction supply: Canned or jarred sugar peas,504669
Inventory includes Nuts and seeds,501017
Procurement of Stone,042685
Warehouse received: Specialized external flooring and paving materials,301220
Construction supply: Sapotes,503065
Procurement of Boxes,241131
Received shipment: Dried chicories,504229
Retail stock: Iron ingots strips billets and coil,302655
Restocking Road and railroad construction materials,301217
Construction supply: Canned or jarred plums,503658
Retail stock: Frozen mulberries,503447
Procurement of Specialty insulation,301416
Retail stock: Brass ingots strips billets and coil,302617
Warehouse received: Canned or jarred nectarines,503649
Procurement of Eggs and egg substitutes,501316
Invoice lists Frozen apricots,503416
Construction supply: Frozen wine grapes,503436
Procurement of Frozen beets,504419
Retail stock: Fresh tropical fruit juice or concentrate,502028
Warehouse received: Dried green peas,504240
Restocking Dried celery,504227
Warehouse received: Piling,301028
Order for Blueberries,503022
Inventory includes Dried myrtle,503248
Retail stock: Boxes,241131
Order for Melons,503046
Construction supply: Steel alloy sheets,302641
Construction supply: Packaged combination meals,501927
Retail stock: Frozen sugar peas,504469
Construction supply: Channels,301018
Warehouse received: Fencing,301520
Inventory includes Dried turnip greens,504265
Used in repairs: Frozen oranges,503450
Inventory includes Currants,503028
Restocking Dried saskatoon berries,503266
Restocking Stainless steel bars,302645
Received shipment: Dried onions,504252
Order for Mulberries,503047
Warehouse received: Channels,301018
Restocking Fresh citrus juice or concentrate,502024
Warehouse received: Frozen sweet potatoes,504463
Restocking Bilberries,503021
Order for Canned or jarred mustards,504649
Construction supply: Foams,131113
Warehouse received: Canned or jarred spinaches,504661
Received shipment: Kumquats,503040
Warehouse received: Frozen cabbages,504423
Order for Cardoons,504024
Restocking Frozen gooseberries,503432
Warehouse received: Plain pasta and noodles,501929
Order for Dried sugar apple,503268
Restocking Canned or jarred kimchis,504670
Construction supply: Fresh tropical fruit juice or concentrate,502028
Procurement of Canned or jarred dragonfruit,503630
Received shipment: Canned or jarred pears,503654
Retail stock: Blueberries,503022
Procurement of Canned or jarred dates,503629
Restocking Quinces,503061
Restocking Carbon steel sheets,302640
Received shipment: Landscape architecture materials,301218
Warehouse received: Frozen bananas,503417
Restocking Iron sheets,302654
Restocking Dried gourds,504239
Restocking Canned or jarred leeks,504644
Order for Canned or jarred peas,504654
Procurement of Canned or jarred sugar apple,503668
Warehouse received: Dried corn,504232
Received shipment: Dried sugar apple,503268
Warehouse received: Frozen dragonfruit,503430
Received shipment: Canned or jarred sugar peas,504669
Construction supply: Passion fruit purees,503857
Inventory includes Fig purees,503835
Received shipment: Dried potatoes,504256
Restocking Cereal seeds,042658
Invoice lists Dried sapotes,503265
Construction supply: Zinc ingots strips billets and coil,302629
Received shipment: Dried cucumbers,504234
Retail stock: Olive purees,503877
Order for Plate,301022
Inventory includes Lemon purees,503845
Procurement of Partition walls,301624
Received shipment: Canned or jarred persimmons,503655
Warehouse received: Casks and barrels and drums,241121
Received shipment: Fig purees,503835
Construction supply: Frozen chards,504428
Used in repairs: Canned or jarred cucumbers,504634
Used in repairs: Cakes and pies and pastries,501820
Invoice lists Grapefruit,503033
Construction supply: System boards processors interfaces or modules,432015
Received shipment: Farm raised shellfish,501225
Invoice lists Dried persimmons,503255
Warehouse received: Dried plums,503258
Inventory includes Dried turnip greens,504265
Order for Frozen oranges,503450
Restocking Bins and baskets,241120
Procurement of Frozen green peas,504440
Order for Canned or jarred plums,503658
Received shipment: Removable storage media accessories,432021
Construction supply: Carbon steel sheets,302640
Used in repairs: Canned or jarred nominant vegetables,504668
Construction supply: Stainless steel strips,302648
Restocking Frozen cherimoyas,503424
Construction supply: Bronze sheets,302626
Retail stock: Dried tamarillo,503269
Invoice lists Canned or jarred winter squashes and winter pumpkins,504666
Used in repairs: Tin ingots strip and coil,302632
Used in repairs: Bilberries,503021
Construction supply: Frozen passion fruit,503452
Restocking Cherimoyas purees,503828
Received shipment: Dried celery,504227
Retail stock: Rhubarb,503063
Used in repairs: Other animal products,042687
Order for Dried spinaches,504261
Restocking Plum purees,503863
Construction supply: Canned or jarred yams,504667
Used in repairs: Dried tamarillo,503269
Inventory includes Frozen eggplants,504435
Retail stock: Dried quinces,503261
Order for Snack foods,501921
Procurement of Tool steel bars,302638
Retail stock: Spinaches,504062
Inventory includes Canned or jarred rose hips,503664
Used in repairs: Endives,504036
Warehouse received: Frozen avocados,504417
Restocking Canned or jarred garlics,504638
Inventory includes Blocks,301315
Restocking Canned or jarred table grapes,503634
Restocking Canned or jarred grapefruit,503633
Procurement of Kale,504042
Restocking Frozen avocados,504417
Warehouse received: Desserts and dessert toppings,501923
Used in repairs: Sugar apple,503068
Construction supply: Fresh berry juice or concentrate,502025
Invoice lists Canned or jarred brussel sprouts,504621
Warehouse received: System Cards,432014
Invoice lists Dried kumquats,503240
Retail stock: Strawberries,503067
Inventory includes Okras,504052
Received shipment: Ceiling materials,301616
Inventory includes Wild caught fish,501220
Retail stock: Fast moving consumer goods,502033
Order for Dried kohlrabi,504243
Order for Frozen figs,503431
Procurement of Sugar apple purees,503873
Order for Chinese cabbages,504030
Used in repairs: Canned or jarred peanuts,504653
Procurement of Canned or jarred sea vegetables,504658
Retail stock: Dried cherimoyas,503224
Procurement of Frozen gooseberries,503432
Construction supply: Frozen nominant fruits,503470
Inventory includes Frozen chokeberries,503471
Invoice lists Dried lemons,503241
Restocking Nuts excluding wild edible nuts and groundnuts,501025
Restocking Dried eggplants,504235
Invoice lists Tanks and cylinders and their accessories,241118
Order for Pomegranate purees,503864
Order for Rhubarb purees,503868
Warehouse received: Pomegranates,503059
Procurement of Wine grape purees,503839
Order for Dried figs,503231
Warehouse received: Asparagus,504016
Invoice lists Spinaches,504062
Warehouse received: Shafts,301039
Procurement of Flour tortillas,501933
Procurement of Cement and lime,301116
Procurement of Dried dragonfruit,503230
Warehouse received: Canned or jarred blackberries,503620
Received shipment: Canned or jarred summer squashes and summer pumpkins,504662
